500 5
1 1 -21.20308634652333
1 2 -9.49180268272515
1 3 16.130764989908776
1 4 22.641799747575334
1 5 -0.6056733547411429
2 1 38.560961722319085
2 2 -6.5259340570778
2 3 22.686155692512646
2 4 0.18027133489330813
2 5 -56.253717429861084
3 1 -7.997973721139988
3 2 -16.622122411239527
3 3 -17.75381146918867
3 4 8.562671393213995
3 5 30.03096572035953
4 1 -29.021917558518968
4 2 10.666165950527173
4 3 31.535383676887815
4 4 -36.17391495663874
4 5 46.19783721864711
5 1 17.31849971258037
5 2 39.97696364903619
5 3 -55.536197799686
5 4 -2.6537988947268856
5 5 -18.49134262222312
1 6 0.008737018279467755
2 7 0.2506148848410656
3 8 0.21275855583924344
4 9 0.26254408039574273
5 10 0.17463007997480645
6 6 19.53510796511736
6 7 -35.35801539833439
6 8 -9.126891205176669
6 9 5.701880625224082
6 10 6.6404901760535955
7 6 -7.2593702011315155
7 7 17.8881153244409
7 8 -50.02232983792879
7 9 4.821769468345283
7 10 35.44398768064441
8 6 -22.428385307924042
8 7 14.32435696919771
8 8 25.742059024954635
8 9 41.52623299126594
8 10 -27.302210781178964
9 6 10.46049706313378
9 7 25.47615143190243
9 8 2.3982682628777767
9 9 -27.365029407861993
9 10 -9.538825553806726
10 6 8.365972342151688
10 7 -70.71285469483824
10 8 24.858067580211554
10 9 -34.57852666516252
10 10 24.53703145791359
6 11 0.23854047309397208
7 12 0.05012305709722344
8 13 0.12675511057798988
9 14 0.035771971656368494
10 15 0.27304722547331584
6 5 0.14038815443804625
7 5 0.10533943220449804
8 5 0.15840120357076073
9 5 0.1654506871952837
10 5 0.12464240696436002
11 11 45.474390317277596
11 12 0.8375533337942433
11 13 -33.41400170642505
11 14 -41.95905362303985
11 15 36.65964023920363
12 11 -27.430602354532983
12 12 29.549161816363814
12 13 5.58120139582395
12 14 7.362640657362924
12 15 -8.681870577890473
13 11 -14.194149450170357
13 12 -36.11020268096318
13 13 49.725812918735144
13 14 -21.12866003760785
13 15 16.300633846632007
14 11 13.99230450739317
14 12 -10.138450854455314
14 13 6.219942554656839
14 14 22.450333191809133
14 15 -37.234733801600456
15 11 -37.95137265785233
15 12 16.183975337871153
15 13 -15.01185075401315
15 14 43.631630867361004
15 15 -7.192244445845358
11 16 0.29614350902799785
12 17 0.19803742693086648
13 18 0.13402505796776745
14 19 0.23448614337164828
15 20 0.03375596990047658
11 10 0.1305033683649168
12 10 0.03550081129503877
13 10 0.009412677852139529
14 10 0.17603034978846965
15 10 0.13571088072804613
16 16 -46.67480285874038
16 17 4.89596849544975
16 18 34.15755264405999
16 19 23.313392894465828
16 20 -3.08839765830642
17 16 13.997373799788441
17 17 0.9479204390200352
17 18 20.733297023201388
17 19 -5.001227605486273
17 20 -15.176000740610927
18 16 -10.493398474809197
18 17 45.67455934769577
18 18 -55.105788597519236
18 19 18.275973946801475
18 20 -27.84350273825779
19 16 38.87679510895057
19 17 -30.605930877888095
19 18 -5.685159353669267
19 19 5.084923789796394
19 20 0.22998913076207958
20 16 -19.245555015912487
20 17 -10.816999060866445
20 18 29.51228715635865
20 19 -40.797888079555506
20 20 46.91653948173103
16 21 0.03315517023529944
17 22 0.02569137508134802
18 23 0.047391889087476886
19 24 0.01719191535534823
20 25 0.24478137020427604
16 15 0.04622132627216573
17 15 0.05650942506894327
18 15 0.18182332687788766
19 15 0.10969370152422184
20 15 0.2364841102355395
21 21 -38.302138634677235
21 22 -28.91919296870754
21 23 17.096614693190087
21 24 -10.716159144308516
21 25 58.58288287064185
22 21 10.84847544291928
22 22 -24.622686005834176
22 23 26.15652852361134
22 24 -2.356649136683435
22 25 -20.975789164045665
23 21 -14.442989396175047
23 22 7.703860641624195
23 23 -23.363839472119484
23 24 33.68953304005215
23 25 22.864058478878533
24 21 -13.010428483765605
24 22 46.68341360739219
24 23 -1.7095175314167153
24 24 29.633084017741073
24 25 -47.81706092898703
25 21 40.211102366549405
25 22 2.8875411253960817
25 23 -17.018402463008925
25 24 -30.43504646333363
25 25 -7.201851564110562
21 26 0.26247311573260595
22 27 0.2608013168693574
23 28 0.29212395159183663
24 29 0.22391394595068678
25 30 0.25197617306958947
21 20 0.24167285434444796
22 20 0.07589298732670677
23 20 0.2776222160585798
24 20 0.285622083646012
25 20 0.15197860613797823
26 26 3.7073733687785766
26 27 -19.021562532150174
26 28 -35.5226150477071
26 29 13.59366927715416
26 30 38.96740082720981
27 26 -16.070856553534863
27 27 -17.287608179780626
27 28 18.098839582505622
27 29 -27.268559103242943
27 30 27.72387262104143
28 26 -26.688053243002607
28 27 68.47298533891087
28 28 22.521519657429334
28 29 -16.81954102207316
28 30 -21.404311489001433
29 26 49.201973632388
29 27 -5.0339143004985925
29 28 -36.38901927518342
29 29 17.380586427310256
29 30 -18.251737211464135
30 26 -0.5151813488059226
30 27 -8.987759228864839
30 28 20.353781087984547
30 29 19.940395492375607
30 30 -34.522018307792706
26 31 0.11933859780429949
27 32 0.15345448033093806
28 33 0.09876905525472697
29 34 0.1448945730834824
30 35 0.2648602609663442
26 25 0.21042289607516276
27 25 0.20948702628322574
28 25 0.03175836662331446
29 25 0.1287337801059069
30 25 0.252102484669237
31 31 57.82441827698696
31 32 7.648451990189223
31 33 -4.11273638271145
31 34 -46.9550014925501
31 35 -20.425871879252025
32 31 -27.8866636577924
32 32 2.8963443187832048
32 33 -9.27624394200271
32 34 -11.291079393628278
32 35 54.783970474832664
33 31 -37.741850365613956
33 32 -1.4468841427479353
33 33 25.302241130603985
33 34 -4.553701130069145
33 35 22.294492053509206
34 31 -26.219440801733512
34 32 29.135186217555567
34 33 -24.395558825702015
34 34 32.53267935141106
34 35 -5.947625493266242
35 31 -7.097832270423104
35 32 -25.922086193551245
35 33 9.963925763753819
35 34 42.568338943624475
35 35 -19.78690728339988
31 36 0.1433081570461656
32 37 0.005157273463045353
33 38 0.12492552065237833
34 39 0.05295606045980803
35 40 0.18781331250485597
31 30 0.06476483201450678
32 30 0.2311041389186388
33 30 0.03982755686106471
34 30 0.24196904199394537
35 30 0.0002161313615629101
36 36 -3.4983927627549156
36 37 -24.890389419180956
36 38 -31.402069107560443
36 39 30.272285050531647
36 40 47.77334425678957
37 36 4.789349773775813
37 37 -16.082739715199516
37 38 18.68109198976409
37 39 12.864071986181841
37 40 -45.83754205015643
38 36 -11.364098297102494
38 37 56.574475564538766
38 38 -2.9013331616605216
38 39 -20.528256856396396
38 40 -17.954280391397162
39 36 18.283924777309586
39 37 33.65364479082753
39 38 -11.616267101517344
39 39 -32.87310719183328
39 40 2.281275464260614
40 36 -3.9664459490830706
40 37 -23.12207810148968
40 38 20.09335950887876
40 39 -21.9395880922747
40 40 54.38813396545989
36 41 0.2551190693647551
37 42 0.05525747898616116
38 43 0.18088809851010385
39 44 0.2244918006314133
40 45 0.12174608091122727
36 35 0.1988466789270142
37 35 0.06906682537783497
38 35 0.13065443798236911
39 35 0.24334611926991143
40 35 0.007246189532355118
41 41 52.84798931248539
41 42 8.40703279062231
41 43 -22.245873087413766
41 44 -20.549648023732882
41 45 22.273631015561016
42 41 23.392415211888668
42 42 -44.8645227507848
42 43 15.60603418644213
42 44 30.862007258560908
42 45 -7.746079512792904
43 41 20.520425972361185
43 42 -8.093393618593565
43 43 41.613017816717175
43 44 -2.807805904566082
43 45 -37.51566279085674
44 41 -73.1636840275073
44 42 4.734275319200816
44 43 -11.13881641066803
44 44 4.248947975621409
44 45 20.817145702633802
45 41 11.964877131634575
45 42 25.878092389766962
45 43 -10.123768978576953
45 44 3.808715906902057
45 45 -16.42464710306098
41 46 0.1108597706340367
42 47 0.285128837401922
43 48 0.15059922628965067
44 49 0.13302362399351209
45 50 0.18741311721877743
41 40 0.0829195260683909
42 40 0.034069607565806105
43 40 0.010768066435808054
44 40 0.009092683611285124
45 40 0.050620823840093095
46 46 -33.960198208714054
46 47 38.96713770809157
46 48 49.8734288164902
46 49 -1.243792182737913
46 50 -28.769264680247513
47 46 18.97059306864953
47 47 -52.88844843487807
47 48 25.9345119912035
47 49 9.823699634065372
47 50 -6.407873483457495
48 46 -8.47966268761473
48 47 4.27701709520298
48 48 -26.009250035802047
48 49 -0.11662483947155879
48 50 36.15621695240438
49 46 4.396824364691166
49 47 14.864487604632883
49 48 -45.01168107787937
49 49 22.71682867974892
49 50 -17.64582387693043
50 46 31.423406931949213
50 47 -21.527176627764852
50 48 -24.238441037338667
50 49 -26.390711524696105
50 50 31.918297549167
46 51 0.017400819618037456
47 52 0.08185299833538215
48 53 0.2812292205707099
49 54 0.13447134678836034
50 55 0.07292923431583155
46 45 0.11155480307909456
47 45 0.23604536110153548
48 45 0.05676187605772178
49 45 0.17106496250588116
50 45 0.09925220453315642
51 51 -12.395922639097185
51 52 60.99203048166049
51 53 6.369675858283838
51 54 -6.532306699450089
51 55 -19.31810330144997
52 51 -0.4730363844987871
52 52 -13.751146615475644
52 53 -60.90483061744629
52 54 41.97884147134986
52 55 15.851966333590509
53 51 20.92520763418604
53 52 3.317161170945267
53 53 28.625473341764945
53 54 -21.476543344356905
53 55 -17.049153565796235
54 51 -10.879411268735616
54 52 -31.60961887122839
54 53 38.61351925693075
54 54 20.35045908391659
54 55 -12.543280275669312
55 51 -2.653328612247529
55 52 1.3557534224223649
55 53 -40.25744382134092
55 54 -20.084207088364522
55 55 37.43536017272755
51 56 0.22483579500133694
52 57 0.11229329586202812
53 58 0.18920505932553125
54 59 0.15542527952143775
55 60 0.04394470992464232
51 50 0.21576384163829615
52 50 0.10413861729473829
53 50 0.22554565365760001
54 50 0.21956226924073238
55 50 0.03861597097150777
56 56 2.0750708193863785
56 57 -48.36754597701936
56 58 23.85967206282131
56 59 42.5172406139409
56 60 -10.048575475085611
57 56 3.7125476232837284
57 57 34.884086818218265
57 58 -44.177760058495345
57 59 14.106743467607709
57 60 -39.86350393418625
58 56 -28.59229503407436
58 57 28.9225065707206
58 58 7.393734909164484
58 59 -9.041750678264929
58 60 4.831723253674421
59 56 40.186879483290895
59 57 -35.13606533885936
59 58 26.254510118777915
59 59 -21.44126259511502
59 60 -0.1027158923585607
60 56 -11.651330730823588
60 57 23.034422661670888
60 58 -14.03989555863771
60 59 -27.887714592337986
60 60 40.38781511579867
56 61 0.28090650799718564
57 62 0.2693242044569209
58 63 0.2162724598883234
59 64 0.2944164994842601
60 65 0.144873572375039
56 55 0.11164462950328502
57 55 0.10648795809529361
58 55 0.24170544629323482
59 55 0.07606628082034723
60 55 0.171913342251501
61 61 1.14890364122093
61 62 -61.59100988440012
61 63 34.73154347893531
61 64 28.88732851274735
61 65 -12.8722922155521
62 61 1.781608103194873
62 62 -10.910711855633158
62 63 -13.791338648801718
62 64 47.64651192075571
62 65 -5.513697993428246
63 61 39.12682974804113
63 62 8.372462887492107
63 63 -26.94788340298803
63 64 -10.85471106621881
63 65 2.4467834621814952
64 61 -25.079322830892156
64 62 28.23785639007722
64 63 -27.132833253178806
64 64 -7.833321310140415
64 65 34.73287310645691
65 61 -20.441940357740357
65 62 27.076395545981892
65 63 32.54841850978593
65 64 -44.80009807303269
65 65 -12.802604603702948
61 66 0.21894302589582543
62 67 0.160568506999106
63 68 0.2786120382187027
64 69 0.27678482131881016
65 70 0.20367310025056315
61 60 0.14599398570371483
62 60 0.11384141395580835
63 60 0.02947723491099472
64 60 0.19570132425288184
65 60 0.015040942403194889
66 66 -3.3288697076330127
66 67 -50.07232213213983
66 68 29.92012677743712
66 69 16.718258598130955
66 70 27.97519916420068
67 66 -40.91469126129633
67 67 41.435066325555965
67 68 -20.669738332713543
67 69 -20.70951987127612
67 70 25.858181260956382
68 66 -18.64820036950212
68 67 31.620955284611593
68 68 15.997986633926455
68 69 -16.519499239361757
68 70 -31.525952037704958
69 66 41.07344211098331
69 67 -19.757435877939862
69 68 -35.38587800820931
69 69 37.9347313940329
69 70 -12.635714014647142
70 66 24.17773994780977
70 67 20.13609365282549
70 68 -14.822078059908426
70 69 -18.570642633800386
70 70 -11.506212615578757
66 71 0.2095484148703134
67 72 0.07559643853957076
68 73 0.27654479057978326
69 74 0.004326799509638923
70 75 0.047612472195541634
66 65 0.25938771903184593
67 65 0.10606920574359892
68 65 0.19373044571927314
69 65 0.264847514905785
70 65 0.16870188313692372
71 71 10.631663549659274
71 72 -37.49967205731528
71 73 12.4996912858797
71 74 22.694784032992413
71 75 -4.754939491978127
72 71 4.466076761169038
72 72 21.411178574590167
72 73 -42.57159196444744
72 74 8.602315737562398
72 75 11.198590010696972
73 71 -26.53997887740055
73 72 1.7641923840809353
73 73 -11.38515421685386
73 74 9.30047658779938
73 75 46.75584148073944
74 71 8.616154063735477
74 72 -3.2726089315301974
74 73 32.22183369805449
74 74 1.6812517711903925
74 75 -66.45959423719836
75 71 4.6483194813169
75 72 16.351790881613802
75 73 21.542600571771512
75 74 -60.74566481154801
75 75 32.8307905095264
71 76 0.15610441011374465
72 77 0.29387893093795836
73 78 0.14624005590822026
74 79 0.05045088015837422
75 80 0.2889413827330005
71 70 0.1038835092441307
72 70 0.1897122216110656
73 70 0.014616870460511366
74 70 0.03201379941474869
75 70 0.09289545543416956
76 76 6.888482608868193
76 77 -33.051956147913224
76 78 42.223175936945516
76 79 16.715539371106363
76 80 -29.50794295290294
77 76 -26.650287171275565
77 77 15.289654775916778
77 78 -17.976184909355474
77 79 49.679000353958685
77 80 -15.518703930070828
78 76 5.524718623933674
78 77 -23.94658543893549
78 78 35.84068200317088
78 79 -46.347829428340624
78 80 27.689094161506514
79 76 7.453560816076996
79 77 46.29361983089737
79 78 -35.62680813233983
79 79 -7.530532477749018
79 80 -17.04024665021796
80 76 10.842984169599529
80 77 -15.275001820443848
80 78 -25.68861224344365
80 79 4.651299982670188
80 80 34.31206625247657
76 81 0.2736189051715447
77 82 0.2289738446114422
78 83 0.131382287875291
79 84 0.12604865650064326
80 85 0.011584526048982257
76 75 0.08420977653895957
77 75 0.2430072508369142
78 75 0.07538754400257272
79 75 0.0012324869847700536
80 75 0.010565074882142622
81 81 20.00785430376467
81 82 -31.04381506294685
81 83 -12.014167088817088
81 84 28.010589858384186
81 85 -25.811035305573053
82 81 -32.84972159677047
82 82 57.54965283621445
82 83 -7.636991644333269
82 84 -21.83550319265406
82 85 -2.128634799368441
83 81 11.031967009294554
83 82 -9.791734943100257
83 83 -33.92798157649104
83 84 -9.720133142846068
83 85 43.67892478747472
84 81 3.606647615336801
84 82 20.62681278757246
84 83 25.173625920750347
84 84 -37.683895338793455
84 85 12.748346726090327
85 81 -4.775334464471059
85 82 -29.98388245937124
85 83 56.27162127499429
85 84 25.885130639717467
85 85 -14.2413318004723
81 86 0.20579039284752368
82 87 0.20996236548505356
83 88 0.2976694255234648
84 89 0.22173476760384728
85 90 0.1782436128008623
81 80 0.1798245732000591
82 80 0.19226550148547925
83 80 0.2769218599817956
84 80 0.09442114659873081
85 80 0.24165387309516553
86 86 42.40915967828244
86 87 -11.341991334550402
86 88 -42.64320071114837
86 89 39.626781518836225
86 90 -2.48930336594417
87 86 15.767753238714663
87 87 -30.532387112090426
87 88 4.629486711465541
87 89 33.74565335451186
87 90 -12.260542499071287
88 86 -46.93152207269482
88 87 27.50500250106489
88 88 -4.236767802168539
88 89 -10.889134540795501
88 90 21.496588684678247
89 86 -18.377466734735137
89 87 -29.870565748599002
89 88 23.470344381902166
89 89 -21.052577319642207
89 90 29.069902864206057
90 86 12.485671884762725
90 87 43.59866071836909
90 88 12.107562170933463
90 89 -33.54134772182375
90 90 -33.29003181417394
86 91 0.05918509122294097
87 92 0.1526430423190065
